Metric,Value
design_powergrid__voltage__worst__net:VPWR__corner:nom_typ_1p20V_25C,1.19498
design_powergrid__drop__average__net:VPWR__corner:nom_typ_1p20V_25C,1.19863
design_powergrid__drop__worst__net:VPWR__corner:nom_typ_1p20V_25C,0.00501984
design_powergrid__voltage__worst__net:VGND__corner:nom_typ_1p20V_25C,0.00756435
design_powergrid__drop__average__net:VGND__corner:nom_typ_1p20V_25C,0.00180174
design_powergrid__drop__worst__net:VGND__corner:nom_typ_1p20V_25C,0.00756435
design_powergrid__voltage__worst,0.00756435
design_powergrid__voltage__worst__net:VPWR,1.19498
design_powergrid__drop__worst,0.00756435
design_powergrid__drop__worst__net:VPWR,0.00501984
design_powergrid__voltage__worst__net:VGND,0.00756435
design_powergrid__drop__worst__net:VGND,0.00756435
ir__voltage__worst,1.189999999999999946709294817992486059665679931640625
ir__drop__avg,0.00136999999999999990708821062668221202329732477664947509765625
ir__drop__worst,0.0050200000000000001565414464721470721997320652008056640625
design__xor_difference__count,0
magic__drc_error__count,0
klayout__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
